0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.009523119777441025,0.6581023335456848,0.003042085561901331,0.6030448079109192,0.0033866805024445057,0.0037482758052647114,0.00940784253180027,0.00319988583214581,0.004350375849753618,0.003460148349404335,0.004147183150053024,0.02653687261044979,0.0038548873271793127,0.0028849616646766663,0.0030903073493391275,0.00295685394667089,0.0036499351263046265,0.002797391964122653,0.003620331408455968,0.02699832059442997,0.003177279606461525,0.0031801958102732897,0.003101046895608306,0.031597595661878586,0.002748513128608465,0.012974618002772331,0.006842413451522589,0.003221366321668029,0.1630205661058426,0.645469605922699,0.05791708827018738,0.005477531347423792,0.0025203931145370007,0.23744696378707886,0.0055871400982141495,0.04084402695298195
0.039839476346969604,0.0102384639903903,0.011330562643706799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0028190799057483673,0.7513340711593628,0.00263396417722106,0.17854303121566772,0.18473422527313232,0.518720269203186,0.6730351448059082,0.004613236058503389,0.05763399228453636,0.024432403966784477,0.09802211821079254,0.5309849381446838,0.07548298686742783,0.7442575097084045,0.004710631910711527,0.00460874754935503,0.0030640079639852047,0.002678042044863105,0.0037760823033750057,0.08873101323843002,0.01162549015134573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9785111546516418,0.7700823545455933,0.9820074439048767,0.5071645975112915,0.20554542541503906,0.9398430585861206,0.972285270690918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003981685731559992,0.0025635373312979937,0.003708441974595189,0.002807929180562496,0.00282081076875329,0.02551155909895897,0.003430555807426572,0.005095494445413351,0.012824310921132565,0.005832283291965723,0.008724224753677845,0.0032067131251096725,0.05553790554404259,0.0037528062239289284,0.0028897500596940517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0028588222339749336,0.0030012151692062616,0.0028305170126259327,0.0033999341540038586,0.00427883630618453,0.0028815055266022682,0.0038586577866226435,0.03824591264128685,0.041518792510032654,0.16767500340938568,0.003287226427346468,0.003110946388915181,0.006719229742884636,0.0037357660476118326,0.0024039517156779766,0.002707116072997451,0.004658226389437914,0.004312785342335701,0.08540403842926025,0.12836933135986328,0.0036233551800251007,0.003976571839302778,0.04322173818945885,0.4334832727909088,0.7203282713890076,0.003498920239508152,0.0025443448685109615,0.008915684185922146,0.003778325393795967,0.014059945940971375,0.0037601978983730078,0.0025688123423606157,0.004117242991924286,0.003097191685810685,0.003541998565196991,0.004618419799953699
0.005644557531923056,0.003303290344774723,0.0027872847858816385,0.002560485852882266,0.005297938361763954,0.003941521979868412,0.008743789047002792,0.002559161279350519,0.006787604186683893,0.003856651484966278,0.002754351356998086,0.002636668737977743,0.003113115206360817,0.0030036347452551126,0.0036053822841495275,0.002874078694730997,0.0027785273268818855,0.005378612782806158,0.00999511405825615,0.00829803105443716,0.004697094671428204,0.002993077738210559,0.0025849505327641964,0.00316999526694417,0.010412951931357384,0.003016771748661995,0.017361773177981377,0.0030138217844069004,0.0033382137771695852,0.0025201498065143824,0.0220426544547081,0.003314518602564931,0.004207950551062822,0.0031969461124390364,0.002641471801325679,0.004344283137470484
0.003392384387552738,0.0026108354795724154,0.0024758735671639442,0.0030142830219119787,0.002948805456981063,0.002437812043353915,0.004001999739557505,0.002914136741310358,0.003006221726536751,0.0037425959017127752,0.0038127764128148556,0.0026038391515612602,0.0025808527134358883,0.0024372185580432415,0.0031871143728494644,0.007978077977895737,0.0035529443994164467,0.0037913494743406773,0.3495537340641022,0.0027271800208836794,0.002731535816565156,0.0034576382022351027,0.9531131386756897,0.002751555060967803,0.003082195995375514,0.08431796729564667,0.3342277705669403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9902327060699463,0.004513360559940338,0.748344898223877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0899101197719574,0.810630738735199,0.9831183552742004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
